#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:true_alignment" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:true_alignment" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:true_alignment" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#                <parameter id="growthRate.t:true_alignment" name="growthRate" spec="beast.core.parameter.RealParameter">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:true_alignment" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:true_alignment" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.true_alignment" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ePopSizePrior.t:true_alignment" name="distribution" x="@ePopSize.t:true_alignment">
#            <OneOnX id="OneOnX.100" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:true_alignment" name="distribution" x="@growthRate.t:true_alignment">
#            <LaplaceDistribution id="LaplaceDistribution.101" name="distr">
#                <parameter estimate="false" id="RealParameter.200" name="mu" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <parameter estimate="false" id="RealParameter.201" name="scale" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <prior id="KappaPrior.s:true_alignment" name="distribution">
#            <parameter id="kappa.s:true_alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:true_alignment" name="distribution">
#            <parameter id="ucldStdev.c:true_alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment" id="treeLikelihood.true_alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment">
#            <siteModel id="SiteModel.s:true_alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:true_alignment" kappa="@kappa.s:true_alignment" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:true_alignment" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:true_alignment" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:true_alignment" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:true_alignment">
#                <LogNormal S="@ucldStdev.c:true_alignment" id="LogNormalDistributionModel.c:true_alignment" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:true_alignment" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:true_alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	CoalescentExponential	ePopSize	growthRate
15000	-831.3918957523072	-818.092037553435	-13.299858198872181	-818.092037553435	1.811385356687693	2.0485043814303183	0.27136595467900804	0.23258588084735762	0.24810180345148075	0.24794636102215353	0.11803666479874372	1.0254284930234694	0.008888881212581828	0.09526728761641018	-7.987705399460733	9.89688828154505	1.1377741177198857
16000	-836.2957408544443	-821.1690893666989	-15.126651487745335	-821.1690893666989	2.489255056807127	2.0485043814303183	0.27136595467900804	0.23258588084735762	0.24810180345148075	0.24794636102215353	0.26057336034933104	0.9221128769591953	0.026556035961308306	0.18058146841139444	-8.512602652248017	14.74477214902796	1.3031857817838237
17000	-830.5013432857255	-816.3195468372465	-14.181796448479014	-816.3195468372465	1.6574621911717013	2.0485043814303183	0.27136595467900804	0.23258588084735762	0.24810180345148075	0.24794636102215353	0.31822414671316474	0.8475527418013322	0.028353019772651658	0.20657694163088683	-6.670079314659651	10.132221449103053	2.3330434068340944
18000	-828.327584029966	-815.1739805646607	-13.153603465305327	-815.1739805646607	1.2487106194735988	1.637251970361455	0.27136595467900804	0.23258588084735762	0.24810180345148075	0.24794636102215353	0.5752055142589835	0.9838827672549806	0.1296577859207536	0.3665536619631446	-3.43336022003583	12.400591009923842	3.561549966881474
19000	-826.8099122539469	-815.729469360762	-11.080442893184957	-815.729469360762	1.1390358503384068	1.637251970361455	0.2759272660092616	0.23258588084735762	0.2435404921212272	0.24794636102215353	0.06439039037859065	1.0097830692824947	8.804066308188778E-4	0.02954575880042483	-4.147212919127139	14.010299795594946	2.9982174639019172
20000	-831.0930545832148	-817.644471735987	-13.44858284722769	-817.644471735987	1.27699742590063	1.637251970361455	0.28340037084727604	0.22511277600934318	0.2435404921212272	0.24794636102215353	0.06392135630181517	0.9887753156593113	0.005697321246310002	0.07487368219293374	-4.825552795875415	22.387026317083038	4.223922781733226
21000	-826.1225274914846	-815.5854263931215	-10.53710109836313	-815.5854263931215	1.2796708674870108	1.637251970361455	0.28340037084727604	0.22511277600934318	0.2435404921212272	0.24794636102215353	0.0186582803101139	0.9897254267471975	3.367268479986133E-4	0.018477993257907013	-4.052716665356264	11.890503441283162	3.403459224765398
22000	-829.1899839515194	-817.5607581718391	-11.629225779680276	-817.5607581718391	1.6641529184144577	1.637251970361455	0.28340037084727604	0.22511277600934318	0.24513887124801428	0.24634798189536644	0.08245440141261444	1.0031354262845993	0.006234190679064758	0.07906934531883593	-5.5639402088156285	11.371265141478382	2.177827694074428
23000	-825.3319007001455	-814.5429947010145	-10.78890599913093	-814.5429947010145	1.180810069864738	0.7150317254595777	0.28340037084727604	0.22511277600934318	0.24513887124801428	0.24634798189536644	0.06280159515312353	0.9941982794219073	0.0027368422180365894	0.052371288975715066	-3.968609470930092	16.306418405518123	3.089199787107345
24000	-833.6417280868155	-822.4502375627754	-11.19149052404014	-822.4502375627754	1.7422958787855574	0.7377781508188503	0.27892508618053535	0.22511277600934318	0.24788756489596517	0.24807457291415627	0.03703694260331384	1.006281110458338	0.0013455795782584814	0.03662891283183581	-4.954291274348229	19.995451581600122	2.6078769330316387
25000	-827.7407744169589	-816.0885240558682	-11.65225036109058	-816.0885240558682	1.1815373409676324	1.0365773121902937	0.27892508618053535	0.22511277600934318	0.24788756489596517	0.24807457291415627	0.15992731086004255	0.9664346063566044	0.005071917396651043	0.07421773748176096	-3.3603458687478556	17.578043418687972	3.702943763812107
26000	-827.321728033428	-816.6389056300213	-10.682822403406691	-816.6389056300213	0.9849593451524085	1.0365773121902937	0.2840188207255974	0.22511277600934318	0.24788756489596517	0.24298083836909423	0.11817260258483483	1.0504914770920926	0.01948554495667002	0.13226880383990136	-2.5720794319387967	12.322940441758275	4.125609034163814
27000	-826.0443535155722	-815.7113144462073	-10.333039069364856	-815.7113144462073	0.867831154545466	1.0365773121902937	0.2840188207255974	0.22511277600934318	0.24788756489596517	0.24298083836909423	0.048808099889263885	0.9919227387598158	0.0024974488114517454	0.050139233320628175	-4.385750380728233	9.362839878912323	2.825607421927639
28000	-825.4447868336364	-813.2867508931785	-12.158035940457872	-813.2867508931785	1.0279611033952611	1.1389781160870192	0.2840188207255974	0.22511277600934318	0.24788756489596517	0.24298083836909423	0.0628318671513468	0.9922983628414368	0.0033804889471218524	0.05787368733045003	-5.203037053338363	20.813995526787156	2.842517598292047
29000	-825.8159456022622	-815.7394223460637	-10.076523256198465	-815.7394223460637	0.9587704428482611	1.2032429345633195	0.2840188207255974	0.22511277600934318	0.24788756489596517	0.24298083836909423	0.03269452030939569	1.0114393179026515	0.0011822557152492649	0.03429750947232933	-3.8361894422169627	10.460150825770903	3.1702825937041617
30000	-826.8878612983743	-814.8293983764379	-12.058462921936439	-814.8293983764379	1.7416094777388353	1.2032429345633195	0.2840188207255974	0.22511277600934318	0.24788756489596517	0.24298083836909423	0.22422757820473205	0.9325360727221204	0.04440852845522347	0.2175738336679652	-6.592756045368008	6.299917561404775	1.514686225785614
31000	-827.1101999652119	-816.5108253121002	-10.599374653111635	-816.5108253121002	1.3150909346346358	0.8324569698919257	0.2840188207255974	0.22860679448138943	0.24439354642391892	0.24298083836909423	0.036968737404895535	0.9781954363942856	0.0024738060162234235	0.05021080672074952	-4.615268935584986	8.645401638701008	3.1696567015093944
32000	-829.5511041397895	-816.2823317903642	-13.268772349425296	-816.2823317903642	2.434075092777699	0.8324569698919257	0.2840188207255974	0.22100545982938974	0.2519948810759186	0.24298083836909423	0.022936190066065745	0.9975913685698246	8.492348378681276E-4	0.029218452588965535	-9.0289706874514	15.158053051758838	1.1203672947646834
33000	-825.2747415820601	-815.0631034333614	-10.21163814869858	-815.0631034333614	1.0967017554603757	1.309972986437809	0.2840188207255974	0.22266116128596306	0.2519948810759186	0.24132513691252092	0.0029206344418062366	1.0000158211844268	1.2640486676183968E-5	0.00355225299156348	-5.683716570734164	14.036245017608227	2.3108463162668995
34000	-824.6241229707598	-815.033925825341	-9.590197145418756	-815.033925825341	1.2878177741666006	1.1289064897256564	0.2840188207255974	0.22266116128596306	0.2519948810759186	0.24132513691252092	0.0017931409315425442	1.0014523739286048	2.7533562620628762E-6	0.001657547551639309	-4.035285081501325	20.376806120047014	3.2648098405835535
35000	-824.275364718473	-816.2237418076531	-8.051622910819905	-816.2237418076531	1.118788984834134	1.1289064897256564	0.2840188207255974	0.22266116128596306	0.2519948810759186	0.24132513691252092	0.0012609864422471766	1.0003524144334355	2.1525814463577666E-6	0.0014667920273607232	-3.671641545285299	8.373759082969242	3.1426620770391502
36000	-828.2137900550904	-818.3334221438868	-9.8803679112036	-818.3334221438868	1.5376836739914472	1.1289064897256564	0.2840188207255974	0.22163680750948012	0.2519948810759186	0.24234949068900385	0.007805496413625016	1.000439007392836	9.039077355202648E-5	0.009510941077922707	-6.825627837055012	6.018174674046307	1.2913242251304544
37000	-828.7697055088672	-816.9138691207966	-11.855836388070623	-816.9138691207966	0.8344124475492278	1.1289064897256564	0.2840188207255974	0.22163680750948012	0.2519948810759186	0.24234949068900385	0.04138289638315402	0.9884695029289576	0.0018306607087472209	0.043373242219817205	-7.867706015894661	2.1569226030637223	2.394928681457692
38000	-828.0566107147682	-817.1938118559876	-10.862798858780556	-817.1938118559876	1.2457148782483118	1.1289064897256564	0.2840188207255974	0.22163680750948012	0.2519948810759186	0.24234949068900385	0.07258048708101676	0.9815202655241038	0.004010523440493476	0.06433580621798983	-5.994432779352524	4.587845334312652	2.180080097904046
39000	-830.2840470425984	-819.016347137339	-11.267699905259411	-819.016347137339	1.5049977556009866	1.1289064897256564	0.2840188207255974	0.22280617917026027	0.2519948810759186	0.2411801190282237	0.10072673261071917	1.0171764996522024	0.015925615515613455	0.12819268074792872	-5.021835868466548	8.210015176522548	2.7510531656167228
40000	-827.5253167814778	-815.5916029998126	-11.93371378166524	-815.5916029998126	1.2609940163385625	1.1289064897256564	0.2840188207255974	0.22664821834891805	0.2519948810759186	0.23733807984956592	0.22873211129290155	1.0965156525536495	0.0587506787840657	0.2445286648601353	-4.171027708883063	13.173343144159222	3.0822617079268673
41000	-828.4858195507169	-817.2879132961938	-11.197906254523076	-817.2879132961938	1.049095082611316	1.1289064897256564	0.2840188207255974	0.22876259668820537	0.2473472168343197	0.2398713657518775	0.0779637805923183	1.021075154945533	0.005907423512957426	0.07367454669523381	-6.3466913431176275	7.256096001246224	1.657460576385542
42000	-828.3335151916514	-817.822290841833	-10.511224349818296	-817.822290841833	1.0144298342979223	1.1289064897256564	0.2840188207255974	0.2371144380538192	0.2473472168343197	0.23151952438626366	0.10194471826154099	0.93767218146945	0.004824213070439641	0.07310925780933923	-4.3694292679555335	8.341795643240815	2.6223374479101222
43000	-826.5115371242032	-815.554737925002	-10.956799199201225	-815.554737925002	1.105719062293045	1.1289064897256564	0.2840188207255974	0.2371144380538192	0.2473472168343197	0.23151952438626366	0.08922040612043075	1.0132299989257358	0.005710870793462275	0.07200918197496047	-3.6823076314164584	14.169550138770148	3.3199165115233984
44000	-825.4363859224436	-815.0856698806514	-10.350716041792179	-815.0856698806514	1.3258169009280558	1.1289064897256564	0.2840188207255974	0.2371144380538192	0.2473472168343197	0.23151952438626366	0.022508652535076206	1.0004348031359203	5.003306429411044E-4	0.02226971690602607	-4.447036951890924	11.004507148485555	3.0106457159124567
45000	-823.6465637921582	-812.2236637279726	-11.422900064185622	-812.2236637279726	0.9831373548619962	1.1289064897256564	0.2840188207255974	0.2252796294882622	0.2591820253998767	0.23151952438626366	0.04727730559904527	0.9670845069069085	0.0019576027398090193	0.04527243691801012	-2.2820339389169977	26.015742217080156	4.9809025481562355
46000	-827.1772060158314	-813.7385798810283	-13.438626134803135	-813.7385798810283	1.188224763883269	1.1289064897256564	0.27267241471132453	0.2252796294882622	0.2591820253998767	0.24286593040053656	0.039019464770662524	1.0084803450082882	0.0021840561914171918	0.046888264472821566	-1.358430868778726	195.01789885839557	6.015848094882266
47000	-835.7313305179314	-815.5786060373429	-20.15272448058854	-815.5786060373429	1.3051503063470218	1.2692156754997386	0.270737734956048	0.22721430924353872	0.2591820253998767	0.24286593040053656	0.2819626376934388	0.991782894375804	0.03399760904436322	0.1835749521277033	-1.6732399643067872	4742.945443854152	7.621475786835923
48000	-832.0387623534214	-814.0295624434845	-18.009199909936918	-814.0295624434845	1.1621152337436484	1.2692156754997386	0.270737734956048	0.20956238077662465	0.2591820253998767	0.2605178588674506	0.31415821092419566	0.9148452562605064	0.04412357907320166	0.22404510150151039	0.6372132623713709	2221.8663781906243	8.412632124331648
49000	-834.4247557363178	-817.2562269100586	-17.168528826259266	-817.2562269100586	1.208816187806046	1.0736488157367072	0.2962154750903014	0.20956238077662465	0.2591820253998767	0.23504011873319722	0.18474456955616617	0.9562112493094042	0.02618173426051232	0.16310330317897273	-0.07034023543002466	1496.7921632473867	7.919547420740745
50000	-832.1192630144412	-813.6810182628461	-18.438244751595107	-813.6810182628461	1.4759248762241093	1.0736488157367072	0.2962154750903014	0.20608352519505832	0.2642328491836365	0.23346815053100375	0.39150465082688896	0.842068272580001	0.19439102804493283	0.5000578256730268	-3.1357502949009346	850.0958314364103	5.802414160674822
51000	-832.6489207347634	-815.8670406423431	-16.78188009242018	-815.8670406423431	1.7435598425937011	1.0736488157367072	0.2962154750903014	0.20608352519505832	0.2642328491836365	0.23346815053100375	0.5403665043793237	0.7731665665753518	0.09444843881074914	0.3532184811766308	-2.7389601781394015	489.93118326038166	4.555767005065606
52000	-832.4639076267666	-815.1146364662411	-17.349271160525525	-815.1146364662411	1.3889909984381563	1.0736488157367072	0.2962154750903014	0.20608352519505832	0.2642328491836365	0.23346815053100375	0.5469618324265423	0.7230482992731904	0.057557374794104006	0.3184763467692234	-3.2913983589413247	241.55099542633363	5.255049143965374
53000	-836.960005453363	-818.7304527041947	-18.229552749168302	-818.7304527041947	1.751548656625296	1.0736488157367072	0.2790764700162838	0.2016157788517261	0.28583960060098634	0.23346815053100375	0.3237983365880286	0.7219543353241721	0.08091424389625758	0.3468754310862285	-3.485196342391756	1965.2447370427226	4.6709603392547585
54000	-845.3590062848845	-823.0287120148153	-22.330294270069235	-823.0287120148153	2.104133508270226	1.0736488157367072	0.29071006699889673	0.2016157788517261	0.28583960060098634	0.22183455354839082	0.4401165871911266	0.8218210848478832	0.21039756707491453	0.528115033673412	-7.757669409725211	1899.8764001940444	4.087173579872012
55000	-828.7492283132381	-816.3420955498452	-12.407132763392845	-816.3420955498452	1.2733141739928429	1.0736488157367072	0.29071006699889673	0.2016157788517261	0.28583960060098634	0.22183455354839082	0.027072808943519027	1.0099874562322428	6.931587445396017E-4	0.026062862535780447	-5.237626938857139	35.69936536609584	3.023845217412952
56000	-826.9098035701951	-816.2683534613187	-10.641450108876342	-816.2683534613187	1.1195733938815149	1.0736488157367072	0.3078590124020078	0.19412891499008103	0.28583960060098634	0.21217247200692482	0.039708882938254635	0.9963471005303131	0.001582002948065383	0.039569606609307695	-4.148831520293266	7.629979253860204	3.6805644365396764
57000	-826.0664499890219	-816.018661951847	-10.047788037174927	-816.018661951847	0.9789230897906122	1.1561193461626944	0.281726560950972	0.19412891499008103	0.31197205205202216	0.21217247200692482	0.09597286721094969	1.0284226267298657	0.01651302671318819	0.1259544937835684	-4.743454127638348	5.087463873686921	2.312199674499963
58000	-823.9538438787475	-814.0675729165602	-9.886270962187385	-814.0675729165602	1.2102372033462006	1.1561193461626944	0.281726560950972	0.19412891499008103	0.2838169797566573	0.2403275443022897	0.022076721728561156	0.99240925011772	5.004758072188794E-4	0.022499692373846986	-5.127290444482703	8.054451064520148	2.177473962639644
59000	-830.058236331058	-818.0282550729333	-12.029981258124577	-818.0282550729333	1.1674411140276806	1.4154853111022871	0.281726560950972	0.19412891499008103	0.2838169797566573	0.2403275443022897	0.032035353982599886	1.0117418583078042	0.0010123765411896807	0.03154831126412778	-4.272559976533408	35.3189838456019	3.395461280512669
